new_id,split,crop_name,source_image_id,source_transition,scale_factor,crop_width,crop_height,refined_width,refined_height,texture_a,texture_b,image_name,label_a_name,label_b_name,valid_fraction,overlap_fraction,void_fraction
371,training,training_ADE_train_00012007_t0_crop1,training_ADE_train_00012007,training_ADE_train_00012007_t0,2,184,193,368,386,dense green grass with scattered shadows,rough weathered stone with visible cracks,371.png,371.png,371.png,1.0,0.0,0.0
372,training,training_ADE_train_00012014_t0_crop0,training_ADE_train_00012014,training_ADE_train_00012014_t0,1,654,382,654,382,rough gray rock face with jagged outcrops,dry sparse grass with scattered shrubs,372.png,372.png,372.png,0.9551971756568519,8.806058568294987e-05,0.04471476375746514
373,training,training_ADE_train_00012025_t1_crop0,training_ADE_train_00012025,training_ADE_train_00012025_t1,2,256,190,512,380,dense green grass with scattered yellow flowers,rough gray rock face with jagged peaks,373.png,373.png,373.png,1.0,0.0,0.0
374,training,training_ADE_train_00012040_t1_crop0,training_ADE_train_00012040,training_ADE_train_00012040_t1,2,157,64,314,128,smooth gray asphalt with double yellow lines,dry brownish soil with sparse vegetation,374.png,374.png,374.png,1.0,0.0,0.0
375,training,training_ADE_train_00012042_t0_crop0,training_ADE_train_00012042,training_ADE_train_00012042_t0,2,100,64,200,128,smooth asphalt road with double yellow lines,rough weathered stone with visible cracks,375.png,375.png,375.png,1.0,0.0,0.0
376,training,training_ADE_train_00012042_t0_crop1,training_ADE_train_00012042,training_ADE_train_00012042_t0,2,111,256,222,512,smooth asphalt road with double yellow lines,rough weathered stone with visible cracks,376.png,376.png,376.png,1.0,0.0,0.0
377,training,training_ADE_train_00012044_t0_crop0,training_ADE_train_00012044,training_ADE_train_00012044_t0,1,256,203,256,203,smooth asphalt road with white lane lines,rough sandy terrain with layered striations,377.png,377.png,377.png,0.9988839285714286,0.0,0.0011160714285714285
378,training,training_ADE_train_00012046_t0_crop0,training_ADE_train_00012046,training_ADE_train_00012046_t0,2,75,110,150,220,dense green grass with scattered shadows,smooth asphalt road with yellow lines,378.png,378.png,378.png,1.0,0.0,0.0
379,training,training_ADE_train_00012048_t2_crop0,training_ADE_train_00012048,training_ADE_train_00012048_t2,2,256,169,512,338,grayish rocky terrain with scattered boulders,pale snow-covered mountain peak,379.png,379.png,379.png,1.0,0.0,0.0
380,training,training_ADE_train_00012065_t0_crop0,training_ADE_train_00012065,training_ADE_train_00012065_t0,2,148,201,296,402,snow-covered ground with scattered rocks,bare rocky outcrop with dark patches,380.png,380.png,380.png,1.0,0.0,0.0
381,training,training_ADE_train_00012069_t0_crop0,training_ADE_train_00012069,training_ADE_train_00012069_t0,2,64,218,128,436,snow-covered mountain peak with sharp ridges,dense green vegetation with scattered red flowers,381.png,381.png,381.png,1.0,0.0,0.0
382,training,training_ADE_train_00012093_t0_crop0,training_ADE_train_00012093,training_ADE_train_00012093_t0,2,172,173,344,346,snow-covered mountain peak with sharp ridges,dull brown rocky slope with sparse vegetation,382.png,382.png,382.png,1.0,0.0,0.0
383,training,training_ADE_train_00012093_t0_crop1,training_ADE_train_00012093,training_ADE_train_00012093_t0,2,150,150,300,300,snow-covered mountain peak with sharp ridges,dull brown rocky slope with sparse vegetation,383.png,383.png,383.png,1.0,0.0,0.0
384,training,training_ADE_train_00012097_t0_crop0,training_ADE_train_00012097,training_ADE_train_00012097_t0,2,100,92,200,184,snow-covered pine trees with dark trunks,snow-dusted rocky cliff face with sparse vegetation,384.png,384.png,384.png,1.0,0.0,0.0
385,training,training_ADE_train_00012105_t0_crop0,training_ADE_train_00012105,training_ADE_train_00012105_t0,2,168,237,336,474,snow-covered glacier with blue ice fractures,dark rocky terrain with coarse gravel,385.png,385.png,385.png,1.0,0.0,0.0
386,training,training_ADE_train_00012113_t0_crop0,training_ADE_train_00012113,training_ADE_train_00012113_t0,2,199,112,398,224,rough snow-covered cliff face with sharp edges,smooth packed snow surface with gentle slope,386.png,386.png,386.png,1.0,0.0,0.0
387,training,training_ADE_train_00012116_t0_crop0,training_ADE_train_00012116,training_ADE_train_00012116_t0,2,86,132,172,264,snow-covered mountain peak with jagged ridges,dense dark evergreen forest with vertical trunks,387.png,387.png,387.png,1.0,0.0,0.0
388,training,training_ADE_train_00012116_t0_crop1,training_ADE_train_00012116,training_ADE_train_00012116_t0,2,230,70,460,140,snow-covered mountain peak with jagged ridges,dense dark evergreen forest with vertical trunks,388.png,388.png,388.png,1.0,0.0,0.0
389,training,training_ADE_train_00012138_t0_crop0,training_ADE_train_00012138,training_ADE_train_00012138_t0,2,132,160,264,320,dense green grass with scattered shadows,rough weathered stone with visible cracks,389.png,389.png,389.png,1.0,0.0,0.0
390,training,training_ADE_train_00012149_t0_crop0,training_ADE_train_00012149,training_ADE_train_00012149_t0,2,105,132,210,264,rough snow-covered rock face with exposed stone,smooth wet sandy ground with ripples,390.png,390.png,390.png,1.0,0.0,0.0
391,training,training_ADE_train_00012159_t0_crop0,training_ADE_train_00012159,training_ADE_train_00012159_t0,2,104,148,208,296,snow-covered pine needles with heavy frost,smooth packed snow with gentle slope,391.png,391.png,391.png,1.0,0.0,0.0
392,training,training_ADE_train_00012169_t0_crop0,training_ADE_train_00012169,training_ADE_train_00012169_t0,2,256,149,512,298,snow-covered mountain slope with textured ridges,dense dark evergreen forest with snow-dusted branches,392.png,392.png,392.png,1.0,0.0,0.0
393,training,training_ADE_train_00012211_t0_crop0,training_ADE_train_00012211,training_ADE_train_00012211_t0,2,256,189,512,378,cracked dry earth with polygonal patterns,rough weathered stone with visible cracks,393.png,393.png,393.png,1.0,0.0,0.0
394,training,training_ADE_train_00012321_t0_crop0,training_ADE_train_00012321,training_ADE_train_00012321_t0,2,256,196,512,392,dry yellow grass with sparse blades,smooth gray asphalt with fine texture,394.png,394.png,394.png,1.0,0.0,0.0
395,training,training_ADE_train_00012321_t1_crop0,training_ADE_train_00012321,training_ADE_train_00012321_t1,2,140,64,280,128,dry yellow grass with sparse blades,rough weathered stone with visible cracks,395.png,395.png,395.png,1.0,0.0,0.0
396,training,training_ADE_train_00012321_t1_crop1,training_ADE_train_00012321,training_ADE_train_00012321_t1,2,172,256,344,512,dry yellow grass with sparse blades,rough weathered stone with visible cracks,396.png,396.png,396.png,1.0,0.0,0.0
397,training,training_ADE_train_00012321_t2_crop0,training_ADE_train_00012321,training_ADE_train_00012321_t2,2,180,200,360,400,dry yellow grass with sparse blades,dense green foliage with varied leaf shapes,397.png,397.png,397.png,1.0,0.0,0.0
398,training,training_ADE_train_00012384_t0_crop0,training_ADE_train_00012384,training_ADE_train_00012384_t0,2,101,64,202,128,dense green grass with scattered shadows,smooth wet sandy ground with ripples,398.png,398.png,398.png,1.0,0.0,0.0
399,training,training_ADE_train_00012384_t0_crop1,training_ADE_train_00012384,training_ADE_train_00012384_t0,2,101,64,202,128,dense green grass with scattered shadows,smooth wet sandy ground with ripples,399.png,399.png,399.png,1.0,0.0,0.0
400,training,training_ADE_train_00012384_t2_crop0,training_ADE_train_00012384,training_ADE_train_00012384_t2,1,346,292,346,292,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,400.png,400.png,400.png,0.9700589912107055,0.0014945759759284187,0.028446432813366063
401,training,training_ADE_train_00012451_t0_crop0,training_ADE_train_00012451,training_ADE_train_00012451_t0,1,623,336,623,336,dry grass with thin wiry blades,worn asphalt path with faded white lines,401.png,401.png,401.png,0.9911144232974088,0.0001480929450431858,0.008737483757547963
402,training,training_ADE_train_00012451_t2_crop0,training_ADE_train_00012451,training_ADE_train_00012451_t2,2,71,256,142,512,green grass with scattered yellow flowers,dense green shrubbery with varied leaf shapes,402.png,402.png,402.png,1.0,0.0,0.0
403,training,training_ADE_train_00012501_t0_crop0,training_ADE_train_00012501,training_ADE_train_00012501_t0,2,246,64,492,128,dense green grass with scattered shadows,smooth wet sandy ground with ripples,403.png,403.png,403.png,1.0,0.0,0.0
404,training,training_ADE_train_00012501_t0_crop1,training_ADE_train_00012501,training_ADE_train_00012501_t0,2,256,64,512,128,dense green grass with scattered shadows,smooth wet sandy ground with ripples,404.png,404.png,404.png,1.0,0.0,0.0
405,training,training_ADE_train_00012501_t0_crop2,training_ADE_train_00012501,training_ADE_train_00012501_t0,2,108,64,216,128,dense green grass with scattered shadows,smooth wet sandy ground with ripples,405.png,405.png,405.png,1.0,0.0,0.0
406,training,training_ADE_train_00012501_t0_crop3,training_ADE_train_00012501,training_ADE_train_00012501_t0,2,256,160,512,320,dense green grass with scattered shadows,smooth wet sandy ground with ripples,406.png,406.png,406.png,1.0,0.0,0.0
407,training,training_ADE_train_00012501_t2_crop0,training_ADE_train_00012501,training_ADE_train_00012501_t2,2,256,64,512,128,calm reflective water surface,damp earth with sparse vegetation,407.png,407.png,407.png,1.0,0.0,0.0
408,training,training_ADE_train_00012501_t2_crop1,training_ADE_train_00012501,training_ADE_train_00012501_t2,2,256,64,512,128,calm reflective water surface,damp earth with sparse vegetation,408.png,408.png,408.png,1.0,0.0,0.0
409,training,training_ADE_train_00012566_t2_crop0,training_ADE_train_00012566,training_ADE_train_00012566_t2,1,683,310,683,310,rough weathered stone with visible cracks,dense green grass with scattered shadows,409.png,409.png,409.png,0.9847399990554008,0.00027393378359231096,0.014986067161006943
410,training,training_ADE_train_00012595_t0_crop0,training_ADE_train_00012595,training_ADE_train_00012595_t0,2,256,184,512,368,calm dark water with gentle ripples,dense green forest with varied foliage,410.png,410.png,410.png,1.0,0.0,0.0
411,training,training_ADE_train_00012667_t0_crop0,training_ADE_train_00012667,training_ADE_train_00012667_t0,2,172,120,344,240,rough gnarled tree bark with deep grooves,dense green grass with scattered shadows,411.png,411.png,411.png,1.0,0.0,0.0
412,training,training_ADE_train_00012667_t1_crop0,training_ADE_train_00012667,training_ADE_train_00012667_t1,1,236,232,236,232,rough gnarled tree bark with deep grooves,dry brown gravel with scattered leaves,412.png,412.png,412.png,0.9679098480420807,0.002136908240794857,0.02995324371712449
413,training,training_ADE_train_00012667_t2_crop0,training_ADE_train_00012667,training_ADE_train_00012667_t2,2,103,256,206,512,dry brown gravel with scattered leaves,dense green grass with scattered shadows,413.png,413.png,413.png,1.0,0.0,0.0
414,training,training_ADE_train_00012707_t0_crop0,training_ADE_train_00012707,training_ADE_train_00012707_t0,1,622,229,622,229,calm blue water with gentle ripples,dense dark green forest with tree line,414.png,414.png,414.png,0.9546188517109199,0.0,0.04538114828908016
415,training,training_ADE_train_00012785_t0_crop0,training_ADE_train_00012785,training_ADE_train_00012785_t0,2,205,64,410,128,rough gray concrete with hairline cracks,smooth wet sandy ground with ripples,415.png,415.png,415.png,1.0,0.0,0.0
416,training,training_ADE_train_00012785_t1_crop0,training_ADE_train_00012785,training_ADE_train_00012785_t1,1,252,285,252,285,rough weathered stone with visible cracks,smooth wet sandy ground with ripples,416.png,416.png,416.png,0.9870788081314397,9.746588693957115e-05,0.012823725981620718
417,training,training_ADE_train_00012828_t1_crop0,training_ADE_train_00012828,training_ADE_train_00012828_t1,2,256,125,512,250,rough weathered stone with visible cracks,dense green grass with scattered shadows,417.png,417.png,417.png,1.0,0.0,0.0
418,training,training_ADE_train_00012828_t2_crop0,training_ADE_train_00012828,training_ADE_train_00012828_t2,2,167,64,334,128,dense green grass with scattered shadows,smooth wet sandy ground with ripples,418.png,418.png,418.png,1.0,0.0,0.0
419,training,training_ADE_train_00012950_t1_crop0,training_ADE_train_00012950,training_ADE_train_00012950_t1,2,197,64,394,128,dry green grass with scattered blades,pale beige stone wall with rough surface,419.png,419.png,419.png,1.0,0.0,0.0
420,training,training_ADE_train_00012950_t1_crop1,training_ADE_train_00012950,training_ADE_train_00012950_t1,2,112,160,224,320,dry green grass with scattered blades,pale beige stone wall with rough surface,420.png,420.png,420.png,1.0,0.0,0.0
421,training,training_ADE_train_00013000_t0_crop0,training_ADE_train_00013000,training_ADE_train_00013000_t0,2,147,64,294,128,dusty dry gravel path with worn tire tracks,sparse yellow-brown shrubbery with dry leaves,421.png,421.png,421.png,1.0,0.0,0.0
422,training,training_ADE_train_00013000_t2_crop0,training_ADE_train_00013000,training_ADE_train_00013000_t2,2,122,64,244,128,darker green shrubbery with yellow flowers,dusty dry gravel path with worn tire tracks,422.png,422.png,422.png,1.0,0.0,0.0
423,training,training_ADE_train_00013042_t0_crop0,training_ADE_train_00013042,training_ADE_train_00013042_t0,2,102,100,204,200,rough weathered stone with visible cracks,smooth wet sandy ground with ripples,423.png,423.png,423.png,1.0,0.0,0.0
424,training,training_ADE_train_00013067_t0_crop0,training_ADE_train_00013067,training_ADE_train_00013067_t0,2,79,152,158,304,smooth asphalt road with white painted lines,rough weathered stone with visible cracks,424.png,424.png,424.png,1.0,0.0,0.0
425,training,training_ADE_train_00013067_t0_crop1,training_ADE_train_00013067,training_ADE_train_00013067_t0,1,293,241,293,241,smooth asphalt road with white painted lines,rough weathered stone with visible cracks,425.png,425.png,425.png,0.9930182827524677,0.0005381445342925523,0.006443572713239772
426,training,training_ADE_train_00013067_t0_crop2,training_ADE_train_00013067,training_ADE_train_00013067_t0,1,242,314,242,314,smooth asphalt road with white painted lines,rough weathered stone with visible cracks,426.png,426.png,426.png,0.976746328367637,0.000605358740853819,0.022648312891509186
427,training,training_ADE_train_00013067_t0_crop3,training_ADE_train_00013067,training_ADE_train_00013067_t0,2,256,172,512,344,smooth asphalt road with white painted lines,rough weathered stone with visible cracks,427.png,427.png,427.png,1.0,0.0,0.0
428,training,training_ADE_train_00013149_t0_crop0,training_ADE_train_00013149,training_ADE_train_00013149_t0,1,493,316,493,316,rough reddish-brown sandstone with layered striations,dense green foliage with varied leaf shapes,428.png,428.png,428.png,0.9677574652733202,0.00011554163350193853,0.03212699309317791
429,training,training_ADE_train_00013165_t0_crop0,training_ADE_train_00013165,training_ADE_train_00013165_t0,1,220,233,220,233,dense green grass with scattered shadows,dark calm water with floating lily pads,429.png,429.png,429.png,0.9713421771361685,0.0004877097151775263,0.028170113148653923
430,training,training_ADE_train_00013165_t0_crop1,training_ADE_train_00013165,training_ADE_train_00013165_t0,2,113,120,226,240,dense green grass with scattered shadows,dark calm water with floating lily pads,430.png,430.png,430.png,1.0,0.0,0.0
431,training,training_ADE_train_00013165_t1_crop0,training_ADE_train_00013165,training_ADE_train_00013165_t1,2,256,152,512,304,dark calm water with floating lily pads,wet muddy bank with sparse vegetation,431.png,431.png,431.png,1.0,0.0,0.0
432,training,training_ADE_train_00013235_t2_crop0,training_ADE_train_00013235,training_ADE_train_00013235_t2,2,112,64,224,128,dense green foliage with broad leaves,smooth calm water surface with gentle ripples,432.png,432.png,432.png,1.0,0.0,0.0
433,training,training_ADE_train_00013246_t0_crop0,training_ADE_train_00013246,training_ADE_train_00013246_t0,2,216,176,432,352,dense green fern fronds with serrated edges,wet mossy stone with velvety texture,433.png,433.png,433.png,1.0,0.0,0.0
434,training,training_ADE_train_00013286_t1_crop0,training_ADE_train_00013286,training_ADE_train_00013286_t1,2,143,84,286,168,dry sandy bank with scattered leaves,rough weathered stone with moss patches,434.png,434.png,434.png,1.0,0.0,0.0
435,training,training_ADE_train_00013297_t0_crop0,training_ADE_train_00013297,training_ADE_train_00013297_t0,2,64,104,128,208,rough red sandstone with vertical striations,dense green foliage with varied leaf shapes,435.png,435.png,435.png,1.0,0.0,0.0
436,training,training_ADE_train_00013297_t0_crop1,training_ADE_train_00013297,training_ADE_train_00013297_t0,2,133,104,266,208,rough red sandstone with vertical striations,dense green foliage with varied leaf shapes,436.png,436.png,436.png,1.0,0.0,0.0
437,training,training_ADE_train_00013339_t1_crop0,training_ADE_train_00013339,training_ADE_train_00013339_t1,2,92,122,184,244,dusty pale beige gravel with small stones,dark green vegetation with dense foliage,437.png,437.png,437.png,1.0,0.0,0.0
438,training,training_ADE_train_00013339_t2_crop0,training_ADE_train_00013339,training_ADE_train_00013339_t2,2,137,134,274,268,dark green vegetation with dense foliage,distant hazy mountain range with muted tones,438.png,438.png,438.png,1.0,0.0,0.0
439,training,training_ADE_train_00013375_t2_crop0,training_ADE_train_00013375,training_ADE_train_00013375_t2,2,256,144,512,288,dry grassy terrain with sparse vegetation,darker grassy area with denser growth,439.png,439.png,439.png,1.0,0.0,0.0
440,training,training_ADE_train_00013380_t1_crop0,training_ADE_train_00013380,training_ADE_train_00013380_t1,2,105,64,210,128,rough gray rock face with sparse moss,smooth deep blue water with gentle ripples,440.png,440.png,440.png,1.0,0.0,0.0
441,training,training_ADE_train_00013380_t1_crop1,training_ADE_train_00013380,training_ADE_train_00013380_t1,2,141,81,282,162,rough gray rock face with sparse moss,smooth deep blue water with gentle ripples,441.png,441.png,441.png,1.0,0.0,0.0
442,training,training_ADE_train_00013386_t0_crop0,training_ADE_train_00013386,training_ADE_train_00013386_t0,2,171,112,342,224,wet sandy beach with gentle ripples,dense green vegetation with scattered shadows,442.png,442.png,442.png,1.0,0.0,0.0
443,training,training_ADE_train_00013392_t0_crop0,training_ADE_train_00013392,training_ADE_train_00013392_t0,2,91,133,182,266,wet rippled sand with fine granular texture,dark wet pebbles with smooth rounded edges,443.png,443.png,443.png,1.0,0.0,0.0
444,training,training_ADE_train_00013415_t0_crop0,training_ADE_train_00013415,training_ADE_train_00013415_t0,2,256,176,512,352,dense green grass with scattered shadows,rough weathered stone with visible cracks,444.png,444.png,444.png,1.0,0.0,0.0
445,training,training_ADE_train_00013415_t0_crop1,training_ADE_train_00013415,training_ADE_train_00013415_t0,2,256,104,512,208,dense green grass with scattered shadows,rough weathered stone with visible cracks,445.png,445.png,445.png,1.0,0.0,0.0
446,training,training_ADE_train_00013476_t1_crop0,training_ADE_train_00013476,training_ADE_train_00013476_t1,2,154,64,308,128,dirt area with loose soil and sparse grass,green grass with scattered fallen leaves,446.png,446.png,446.png,1.0,0.0,0.0
447,training,training_ADE_train_00013503_t0_crop0,training_ADE_train_00013503,training_ADE_train_00013503_t0,2,256,120,512,240,dense green grass with scattered shadows,gray gravel with sparse green sprouts,447.png,447.png,447.png,1.0,0.0,0.0
448,training,training_ADE_train_00013503_t0_crop1,training_ADE_train_00013503,training_ADE_train_00013503_t0,2,173,218,346,436,dense green grass with scattered shadows,gray gravel with sparse green sprouts,448.png,448.png,448.png,1.0,0.0,0.0
449,training,training_ADE_train_00013543_t0_crop0,training_ADE_train_00013543,training_ADE_train_00013543_t0,2,98,256,196,512,wet dark gray stone with moss patches,damp brown leaf litter with scattered twigs,449.png,449.png,449.png,1.0,0.0,0.0
450,training,training_ADE_train_00013543_t1_crop0,training_ADE_train_00013543,training_ADE_train_00013543_t1,1,280,311,280,311,damp brown leaf litter with scattered twigs,smooth wet sandy ground with ripples,450.png,450.png,450.png,0.9630684428112081,8.038585209003216e-05,0.036851171336701884
451,training,training_ADE_train_00013543_t1_crop1,training_ADE_train_00013543,training_ADE_train_00013543_t1,2,255,144,510,288,damp brown leaf litter with scattered twigs,smooth wet sandy ground with ripples,451.png,451.png,451.png,1.0,0.0,0.0
452,training,training_ADE_train_00013554_t0_crop0,training_ADE_train_00013554,training_ADE_train_00013554_t0,2,147,64,294,128,dense green grass with scattered shadows,smooth wet sandy ground with ripples,452.png,452.png,452.png,1.0,0.0,0.0
453,training,training_ADE_train_00013554_t2_crop0,training_ADE_train_00013554,training_ADE_train_00013554_t2,2,107,143,214,286,rough weathered stone with visible cracks,dense green grass with scattered shadows,453.png,453.png,453.png,1.0,0.0,0.0
454,training,training_ADE_train_00013663_t0_crop0,training_ADE_train_00013663,training_ADE_train_00013663_t0,2,113,64,226,128,rough wet rock with jagged edges,smooth flowing water with white foam,454.png,454.png,454.png,1.0,0.0,0.0
455,training,training_ADE_train_00013679_t0_crop0,training_ADE_train_00013679,training_ADE_train_00013679_t0,2,256,133,512,266,wet sandy beach with wave ripples,dark wooden pilings with weathered surface,455.png,455.png,455.png,1.0,0.0,0.0
456,training,training_ADE_train_00013750_t0_crop0,training_ADE_train_00013750,training_ADE_train_00013750_t0,2,193,136,386,272,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,456.png,456.png,456.png,1.0,0.0,0.0
457,training,training_ADE_train_00013771_t1_crop0,training_ADE_train_00013771,training_ADE_train_00013771_t1,1,637,276,637,276,dry grassy slope with scattered rocks,rough weathered stone with visible cracks,457.png,457.png,457.png,0.9864343730803358,0.00010238208995972971,0.013463244829704457
458,training,training_ADE_train_00013771_t2_crop0,training_ADE_train_00013771,training_ADE_train_00013771_t2,1,493,252,493,252,rough weathered stone with visible cracks,smooth turquoise water with gentle ripples,458.png,458.png,458.png,1.0,0.0,0.0
459,training,training_ADE_train_00013771_t2_crop1,training_ADE_train_00013771,training_ADE_train_00013771_t2,1,335,224,335,224,rough weathered stone with visible cracks,smooth turquoise water with gentle ripples,459.png,459.png,459.png,0.9660047974413646,0.0,0.0339952025586354
460,training,training_ADE_train_00013943_t2_crop0,training_ADE_train_00013943,training_ADE_train_00013943_t2,2,124,92,248,184,dense green reeds with vertical blades,dark green palm fronds with serrated edges,460.png,460.png,460.png,1.0,0.0,0.0
461,training,training_ADE_train_00013943_t3_crop0,training_ADE_train_00013943,training_ADE_train_00013943_t3,2,129,192,258,384,dark green palm fronds with serrated edges,dry brown palm fronds with hanging fibers,461.png,461.png,461.png,1.0,0.0,0.0
462,training,training_ADE_train_00013996_t0_crop0,training_ADE_train_00013996,training_ADE_train_00013996_t0,2,256,145,512,290,wet dark sand with fine granular texture,foamy white sea spray with aerated bubbles,462.png,462.png,462.png,1.0,0.0,0.0
463,training,training_ADE_train_00013996_t1_crop0,training_ADE_train_00013996,training_ADE_train_00013996_t1,1,500,294,500,294,foamy white sea spray with aerated bubbles,calm deep blue ocean surface with gentle ripples,463.png,463.png,463.png,0.9551360544217687,6.802721088435374e-05,0.04479591836734694
464,training,training_ADE_train_00014162_t1_crop0,training_ADE_train_00014162,training_ADE_train_00014162_t1,2,124,256,248,512,dense green grass with scattered shadows,leafy tree canopy with visible branches,464.png,464.png,464.png,1.0,0.0,0.0
465,training,training_ADE_train_00014162_t1_crop1,training_ADE_train_00014162,training_ADE_train_00014162_t1,1,633,342,633,342,dense green grass with scattered shadows,leafy tree canopy with visible branches,465.png,465.png,465.png,0.9825993366776604,0.00024481952643588963,0.017155843795903663
466,training,training_ADE_train_00014162_t1_crop2,training_ADE_train_00014162,training_ADE_train_00014162_t1,2,243,184,486,368,dense green grass with scattered shadows,leafy tree canopy with visible branches,466.png,466.png,466.png,1.0,0.0,0.0
467,training,training_ADE_train_00014165_t0_crop0,training_ADE_train_00014165,training_ADE_train_00014165_t0,2,102,197,204,394,dense green grass with scattered shadows,bare tree branches with red fruit clusters,467.png,467.png,467.png,1.0,0.0,0.0
468,training,training_ADE_train_00014165_t0_crop1,training_ADE_train_00014165,training_ADE_train_00014165_t0,2,93,256,186,512,dense green grass with scattered shadows,bare tree branches with red fruit clusters,468.png,468.png,468.png,1.0,0.0,0.0
469,training,training_ADE_train_00014165_t0_crop2,training_ADE_train_00014165,training_ADE_train_00014165_t0,1,212,270,212,270,dense green grass with scattered shadows,bare tree branches with red fruit clusters,469.png,469.png,469.png,1.0,0.0,0.0
470,training,training_ADE_train_00014166_t0_crop0,training_ADE_train_00014166,training_ADE_train_00014166_t0,2,162,218,324,436,dense green grass with scattered shadows,smooth weathered stone with visible cracks,470.png,470.png,470.png,1.0,0.0,0.0
471,training,training_ADE_train_00014166_t0_crop1,training_ADE_train_00014166,training_ADE_train_00014166_t0,1,368,333,368,333,dense green grass with scattered shadows,smooth weathered stone with visible cracks,471.png,471.png,471.png,0.9587250293772033,0.0007915524219872046,0.04048341820080951
472,training,training_ADE_train_00014167_t0_crop0,training_ADE_train_00014167,training_ADE_train_00014167_t0,2,128,64,256,128,dry brown grass with scattered green patches,bare gnarled tree branches with rough bark,472.png,472.png,472.png,1.0,0.0,0.0
473,training,training_ADE_train_00014167_t0_crop1,training_ADE_train_00014167,training_ADE_train_00014167_t0,2,71,144,142,288,dry brown grass with scattered green patches,bare gnarled tree branches with rough bark,473.png,473.png,473.png,1.0,0.0,0.0
474,training,training_ADE_train_00014167_t0_crop2,training_ADE_train_00014167,training_ADE_train_00014167_t0,2,121,64,242,128,dry brown grass with scattered green patches,bare gnarled tree branches with rough bark,474.png,474.png,474.png,1.0,0.0,0.0
475,training,training_ADE_train_00014167_t0_crop3,training_ADE_train_00014167,training_ADE_train_00014167_t0,2,104,256,208,512,dry brown grass with scattered green patches,bare gnarled tree branches with rough bark,475.png,475.png,475.png,1.0,0.0,0.0
476,training,training_ADE_train_00014167_t2_crop0,training_ADE_train_00014167,training_ADE_train_00014167_t2,1,409,230,409,230,snow-dusted mountain slope with dark rock,dark shadowed mountain ridge with sparse vegetation,476.png,476.png,476.png,0.9745189752312108,2.1260763261401083e-05,0.0254597640055278
477,training,training_ADE_train_00014167_t2_crop1,training_ADE_train_00014167,training_ADE_train_00014167_t2,1,317,208,317,208,snow-dusted mountain slope with dark rock,dark shadowed mountain ridge with sparse vegetation,477.png,477.png,477.png,1.0,0.0,0.0
478,training,training_ADE_train_00014168_t0_crop0,training_ADE_train_00014168,training_ADE_train_00014168_t0,2,256,166,512,332,dense green grass with scattered shadows,white blossoms on tree branches with green leaves,478.png,478.png,478.png,1.0,0.0,0.0
479,training,training_ADE_train_00014171_t0_crop0,training_ADE_train_00014171,training_ADE_train_00014171_t0,2,64,163,128,326,dense green grass with scattered yellow flowers,dark wet gravel path with visible stones,479.png,479.png,479.png,1.0,0.0,0.0
480,training,training_ADE_train_00014171_t0_crop1,training_ADE_train_00014171,training_ADE_train_00014171_t0,2,252,160,504,320,dense green grass with scattered yellow flowers,dark wet gravel path with visible stones,480.png,480.png,480.png,1.0,0.0,0.0
481,training,training_ADE_train_00014183_t0_crop0,training_ADE_train_00014183,training_ADE_train_00014183_t0,2,101,84,202,168,rough gray stone with visible vertical cracks,dense green grass with scattered shadows,481.png,481.png,481.png,1.0,0.0,0.0
482,training,training_ADE_train_00014183_t0_crop1,training_ADE_train_00014183,training_ADE_train_00014183_t0,2,256,153,512,306,rough gray stone with visible vertical cracks,dense green grass with scattered shadows,482.png,482.png,482.png,1.0,0.0,0.0
483,training,training_ADE_train_00014183_t0_crop2,training_ADE_train_00014183,training_ADE_train_00014183_t0,2,121,127,242,254,rough gray stone with visible vertical cracks,dense green grass with scattered shadows,483.png,483.png,483.png,1.0,0.0,0.0
484,training,training_ADE_train_00014186_t0_crop0,training_ADE_train_00014186,training_ADE_train_00014186_t0,2,121,138,242,276,orange lichen-covered rock with rough surface,green grass with scattered shadows,484.png,484.png,484.png,1.0,0.0,0.0
485,training,training_ADE_train_00014240_t1_crop0,training_ADE_train_00014240,training_ADE_train_00014240_t1,2,64,104,128,208,rough weathered stone with visible cracks,dense green foliage with varied leaf shapes,485.png,485.png,485.png,1.0,0.0,0.0
486,training,training_ADE_train_00014240_t1_crop1,training_ADE_train_00014240,training_ADE_train_00014240_t1,2,103,104,206,208,rough weathered stone with visible cracks,dense green foliage with varied leaf shapes,486.png,486.png,486.png,1.0,0.0,0.0
487,training,training_ADE_train_00014240_t1_crop2,training_ADE_train_00014240,training_ADE_train_00014240_t1,2,213,188,426,376,rough weathered stone with visible cracks,dense green foliage with varied leaf shapes,487.png,487.png,487.png,1.0,0.0,0.0
488,training,training_ADE_train_00014240_t1_crop3,training_ADE_train_00014240,training_ADE_train_00014240_t1,1,443,220,443,220,rough weathered stone with visible cracks,dense green foliage with varied leaf shapes,488.png,488.png,488.png,1.0,0.0,0.0
489,training,training_ADE_train_00014245_t3_crop0,training_ADE_train_00014245,training_ADE_train_00014245_t3,2,256,125,512,250,light brown dry earth with sparse grass,white buildings with tiled roofs,489.png,489.png,489.png,1.0,0.0,0.0
